textos,labels
analisis cohorte longitudinal basado    red indepth sitio vigilancia demografico salud   www indepth network org   mostrar asociacion estatus socioeconomico mortalidad menor ano   mwageni   2011    asociacion sostener   factor   debpuur   2011    dato país provenir encuesta dhs reciente realizado 2005 2013 ponderado tamano poblacion 2005 50 país regresion multivariado   figura 9 presentar efecto medido riqueza hogar mortalidad infantil   edad 0 4 ano 0 59 mes   región incluido analisis   riesgo relativo neto morir cumplir ano nino nacido africa hogar rico 89 ciento nino hogar pobre region   contraste   riesgo relativo neto morir nino nacido asia hogar rico 52 ciento nino hogar pobre,3
  garantizar él decisión claro transparente basada competencia area fusión aseguradora salud basar él metodologia evaluacion fusión publicado   competencia aseguradora salud restringir precio servicio hospitalario medicamento recetado paciente ambulatorio     competencia hospital aumentar entrada numero sustancial clinica independiente   zbc      gasto atencion salud aumentar fuerte aumento volumen atencion   incluir atencion salud mental   cuadro 1  ,3
lograr mejora real ensenanza aprendizaje   rumania deberar garantizar oportunidad aprendizaje profesional abordar necesidad real desarrollo docente escuela tener capacidad implementar actividad aprendizaje colaborativo estir integrado trabajo docente     rumania carecer proceso estandar continuo docente identificar necesidad aprendizaje funcion observación debate practica docente   plan aprendizaje profesional proceso evaluacion regular apoyario   plan anual incluir objetivo crecimiento profesional docente   acción propuesto cronograma   ocde   2013c  ,4
cambio   capitulo centrar papel transformacion estructural reduccion pobreza   indicar titulo informe   numero persona vivir pobreza extremo   criterio paridad adquisitivo   ppa   1 90 dolar   reducir maximo 144 millón 1999 44 6 millón 2015   actualidad   indice recuento pobreza economia 11 1    frente 45 7   1999,1
potencial economia fragil producir   asignar   distribuir regenerar ver significativamente comprometido presencia vih sida   literatura experiencia país recorrer camino dibujar panorama sombrio caribe   alto tasa prevalencia perjudicar economia   estancamiento economico constituir caldo cultivo ideal propagacion enfermedad   investigacion efecto vih sida revelar impacto termino coste social   humano economico significativo pensar   bell et  ,3
enfermera atencion primario realizar mejor función diagnostico prescripcion acceso rapido herramienta recurso informacion salud punto atencion   probable estrategia innovadoro exito país infraestructura medico desarrollado   país infraestructura medico comparativamente desarrollado generalmente enfrentar desafio resistencia implementar cumplir politica innovadora posición grupo interés especial,3
indicador calidad enfocar él condición cronica obesidad   diabetes enfermedad cardiovascular   salud mental   dar evolucion carga atencion medica costa rico   metrica validada calidad atencion primario condición establecido internacionalmente   indicador calidad atencion medico ocde    costa rico deberio adoptarla   costa rico apuntar presentar dato proyecto indicador calidad atencion medico ocde 2017,3
irlanda   ejemplo   residente cubierto   derecho servicio nivel participacion costo variar categoria poblacion   residente pertenecer categoria   nivel ingreso   persona categoria 1   titular tarjeta medica   derecho gama completo servicio cargo   ejemplo   servicio medico general   medicamento recetado   atencion hospitalaria ambulatorio hospitalario   servicio dental oftalmologico   persona categoria 2   elegibilidad limitado copagar servicio salud   italia espana   región comunidad autonoma libertad ajustar prestación cubierto copago margen   reino unido   copago variar país constituyente   copago medicamento recetado escocia   gal irlanda norte   inglaterra   país   derecho cobertura salud contributivo   cobertura ligada pago cotización social prima seguro salud,3
america latino caribe   punto grafico 1 16 mostrar convergencia direccion cambio pib satisfaccion vital   situación contraintuitiva   aumento satisfaccion pib per capita disminuir   aumento pib disminuir satisfaccion vital   clasificacion   procedente encuesta mundial valor   definir tramo renta adecuado realidad pais  ,1
tomar iniciativa nacional base   esfuerzo mejora calidad escocia impulsar principalmente abajo caracterizar colaboración aprendizaje local   pequeno ciclo innovacion prueba   comunidad practica   tiempo   escocia perseguir integracion atencion sanitario   social tipo persona necesidad complejo   ayudar informar esfuerzo mejora calidad   prioridad clave escocia hacer sistema informacion permitir comprension claro iniciativa calidad mejorar salud poblacion,3
  proyección partir tecnologia tratamiento actual mantendran futuro   incluir impulsor gasto sanitario observado modelo   coste administracion   infraestructura recurso humano asociado creciente carga morbilidad   precio constante   londres   government office for science,3
ciclo pisa evalua dominio central   lectura   matematica ciencia    constituir dominio principal ciclo determinado   lectura 2000 2009   matematica 2003 2012 ciencia 2006 2015    dominio principal recibir tiempo prueba elemento cuestionario tender centrar él compromiso   actitud disposición estudiante dominio materia principal   2015 evaluacion entregar computadora   material prueba pisa generalmente organizar torno grupo especifico materia disenado tomar 30 minuto completar él folleto contener grupo elemento prueba,4
alcance escala servicio atencion primario reemplazar progresivamente medico general unificado   gp   apoyado enfermera personal   unidad responsable atencion paciente area geografica definido 1 700 2 500 persona   unidad centrar promocion salud prevencion enfermedad   hincapie medico atencion primario guardián especialista servicio medico   continuidad atencion,3
evitar percepcion inequidad   enfoque consistir pagar cantidad transferencia efectivo pais   anadeir subsidio val pobre urbano permitir acceder transporte servicio     pobreza urbano privación aumentar tasa nacional pobreza reducir mitad     politica lucha pobreza intervención proteccion social seguir estar sesgada pobre zona rural,1
introducir registro electronico paciente armonizado nivel nacional   deposito nacional dato paciente   conocido kanta    incluir receta electronico obligatorio portal salud permitir ciudadano consultar informacion   historia clinico electronico cubrir poblacion septiembre 2016,3
nino entorno desfavorecido asistir escuela alto rendimiento restricción financiero   sistema escolar ofrecer padre opción escuela hijo serar necesariamente efectivo mejorar rendimiento estudiante   ejemplo   analisis país mostrar sistema estudiante repetir grado   impacto estatus socioeconomico estudiante desempeno fuerte     analisis tendencia mostrar estratificacion negativamente relacionado desempeno general sistema   alumno colegio practicar agrupamiento habilidad obtener punto matematica 2012 homologo 2003   alumno colegio practicar agrupamiento habilidad clase obtener puntuación bajo pisa 2012 homologo pisa 2003 contrario   sistema integral   escuela encontrar forma trabajar estudiante espectro desempeno   sistema incentivo ayudar explicar nivel equidad alcanzado sistema utilizar estratificacion,4
ejemplo   australiano victoria agencia promocion salud financiado impuesto tabaco   ee uu    california   massachusetts   arizona oregon   destinar ingreso procedente impuesto especial tabaco actividad educacion control tabaco   jersey   ohio texas ingreso procedente alcohol utilizar programa educacion prevencion relacionado alcohol   sassi et    2004    impuesto local fuente importante ingreso   sistema sanitario descentralizado   ejemplo   dinamarca   finlandio   italia suecia 17      nivel impuesto local fijar él funcion preferencia local nivel calidad servicio medico     ausencia mecanismo transferencia ajustado riesgo gestionado centralmente   descentralizacion reducir mancomunacion riesgo lugar mayor disparidad sanitario interregional,3
entorno aprendizaje deficiente generar resultado negativo infancia   cuadro 3 1      comienzo desfavorable impacto duradero futuro   nino recibir adecuado atencion cuidado educativo temprano edad riesgo repeticion curso   incompleto titulo escolar   desempleo bajo salario   barnett   1995   heckmar   1999   lesemar   2002  ,4
reconocer derecho fundamental obligacion padre participar educacion hijo   colaboracion padre fundamental mejorar conocimiento personal ecec hijo     investigacion demostrar participacion padre   especialmente garantizar aprendizaje infantil alto calidad hogar comunicacion personal ecec   fuertemente asociado exito academico posterior nino   finalizacion escuela secundario   desarrollo socioemocional adaptacion sociedad,4
